форма шляпки,поверхность шляпки,цвет шляпки,повреждения,запах,крепление пластинок,расстояние между пластинками,размер пластинок,цвет пластинок,форма ножки,корень ножки,поверхность ножки выше кольца,поверхность ножки ниже кольца,цвет ножки выше кольца,цвет ножки ниже кольца,тип вуали,цвет вуали,количество колец,тип кольца,цвет спор,популяция,среда обитания,съедобность
кнопочная,чешуйчатая,красная,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,гладкая,коричневая,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,гладкая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
колокольчатая,волокнистая,белая,нет,нет,свободные,плотные,широкие,серые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,гладкая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,многочисленное,травы,съедобен
плоская,чешуйчатая,красная,нет,затхлый,свободные,близкие,широкие,белые,удлиняющиеся,клубневая,шелковистая,чешуйчатая,коричнево-красный,коричнево-красный,частичная,белый,нет,нет,белый,скопленное,леса,ядовит
кнопочная,чешуйчатая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,чешуйчатая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
плоская,гладкая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
выпуклая,гладкая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,чешуйчатая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,чешуйчатая,бурая,нет,затхлый,свободные,близкие,широкие,желтые,удлиняющиеся,клубневая,шелковистая,чешуйчатая,коричнево-красный,коричнево-красный,частичная,белый,нет,нет,белый,скопленное,леса,ядовит
кнопочная,чешуйчатая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,гладкая,белая,нет,нет,свободные,плотные,широкие,серые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,многочисленное,травы,съедобен
плоская,чешуйчатая,коричневая,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
колокольчатая,волокнистая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
плоская,гладкая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,гладкая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,гладкая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,шелковистая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
выпуклая,гладкая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,гладкая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,коричневые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,коричневый,одно,подвесное,желтый,скопленное,листва,съедобен
плоская,чешуйчатая,розовая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,одиночное,тропинки,съедобен
колокольчатая,гладкая,белая,нет,нет,свободные,плотные,широкие,серые,удлиняющиеся,,гладкая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,многочисленное,травы,съедобен
плоская,чешуйчатая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
плоская,гладкая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,волокнистая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,многочисленное,травы,съедобен
выпуклая,волокнистая,белая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,шелковистая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
выпуклая,гладкая,бурая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,одиночное,тропинки,съедобен
кнопочная,волокнистая,серая,нет,нет,свободные,плотные,широкие,белые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,гладкая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,коричневая,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
выпуклая,чешуйчатая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,оранжевые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,оранжевый,одно,подвесное,оранжевый,скопленное,листва,съедобен
плоская,чешуйчатая,желтая,нет,нет,свободные,плотные,узкие,белые,удлиняющиеся,клубневая,чешуйчатая,чешуйчатая,желтый,желтый,частичная,желтый,одно,исчезающее,белый,скопленное,листва,ядовит
выпуклая,чешуйчатая,бурая,нет,затхлый,прикрепленные,близкие,широкие,белые,удлиняющиеся,клубневая,шелковистая,чешуйчатая,коричнево-красный,коричнево-красный,частичная,белый,нет,нет,белый,скопленное,леса,ядовит
выпуклая,гладкая,коричневая,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
выпуклая,чешуйчатая,розовая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,несколько,тропинки,съедобен
кнопочная,чешуйчатая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,серая,нет,нет,свободные,плотные,широкие,серые,удлиняющиеся,,гладкая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,многочисленное,травы,съедобен
колокольчатая,гладкая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,гладкая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,гладкая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
выпуклая,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,оранжевые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,коричневый,одно,подвесное,бежевый,несколько,листва,съедобен
колокольчатая,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,оранжевые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,коричневый,одно,подвесное,бежевый,несколько,листва,съедобен
плоская,гладкая,коричневая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,одиночное,тропинки,съедобен
кнопочная,гладкая,серая,нет,нет,свободные,плотные,широкие,серые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
плоская,гладкая,коричневая,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,гладкая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
плоская,чешуйчатая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,гладкая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,гладкая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
колокольчатая,гладкая,белая,нет,нет,свободные,плотные,широкие,белые,удлиняющиеся,,шелковистая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,многочисленное,травы,съедобен
кнопочная,чешуйчатая,коричневая,нет,затхлый,свободные,близкие,широкие,желтые,удлиняющиеся,клубневая,шелковистая,чешуйчатая,коричнево-красный,коричнево-красный,частичная,белый,нет,нет,белый,скопленное,леса,ядовит
кнопочная,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,оранжевые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,оранжевый,одно,подвесное,желтый,несколько,листва,съедобен
кнопочная,гладкая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
колокольчатая,гладкая,белая,нет,нет,свободные,плотные,широкие,белые,удлиняющиеся,,шелковистая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
выпуклая,гладкая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,шелковистая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,гладкая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,чешуйчатая,коричневая,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,чешуйчатая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,красная,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,чешуйчатая,коричневая,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
колокольчатая,гладкая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,шелковистая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
колокольчатая,волокнистая,белая,нет,нет,свободные,плотные,широкие,серые,удлиняющиеся,,гладкая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
коническая,чешуйчатая,желтая,нет,нет,свободные,плотные,узкие,желтые,удлиняющиеся,клубневая,чешуйчатая,чешуйчатая,желтый,желтый,частичная,желтый,одно,исчезающее,белый,скопленное,листва,ядовит
выпуклая,гладкая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
выпуклая,гладкая,серая,нет,нет,свободные,плотные,широкие,серые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
колокольчатая,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,коричневые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,коричневый,одно,подвесное,желтый,несколько,листва,съедобен
кнопочная,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
колокольчатая,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,оранжевые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,оранжевый,одно,подвесное,коричневый,скопленное,листва,съедобен
кнопочная,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,чешуйчатая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,гладкая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
колокольчатая,гладкая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,коричневые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,оранжевый,одно,подвесное,коричневый,скопленное,листва,съедобен
колокольчатая,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,желтые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,коричневый,одно,подвесное,коричневый,несколько,листва,съедобен
выпуклая,гладкая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
выпуклая,гладкая,серая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,несколько,тропинки,съедобен
выпуклая,волокнистая,серая,нет,нет,свободные,плотные,широкие,белые,удлиняющиеся,,шелковистая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,гладкая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,волокнистая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,шелковистая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,многочисленное,травы,съедобен
кнопочная,гладкая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,чешуйчатая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
плоская,гладкая,розовая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,одиночное,тропинки,съедобен
кнопочная,чешуйчатая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,чешуйчатая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
плоская,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,желтые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,коричневый,одно,подвесное,бежевый,скопленное,листва,съедобен
кнопочная,чешуйчатая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,чешуйчатая,коричневая,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,чешуйчатая,коричневая,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
плоская,чешуйчатая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,чешуйчатая,красная,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
выпуклая,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,коричневые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,оранжевый,одно,подвесное,оранжевый,скопленное,листва,съедобен
плоская,гладкая,красная,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,гладкая,красная,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,гладкая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,белый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
плоская,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,коричневые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,оранжевый,одно,подвесное,оранжевый,несколько,листва,съедобен
кнопочная,гладкая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
выпуклая,волокнистая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,гладкая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,коричневые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,оранжевый,одно,подвесное,оранжевый,несколько,листва,съедобен
плоская,гладкая,красная,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
плоская,чешуйчатая,коричневая,переломы,нет,свободные,близкие,широкие,белые,удлиняющиеся,луковичная,гладкая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,одиночное,тропинки,съедобен
выпуклая,волокнистая,серая,нет,нет,свободные,плотные,широкие,серые,удлиняющиеся,,гладкая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,многочисленное,травы,съедобен
кнопочная,гладкая,белая,нет,нет,свободные,плотные,широкие,белые,удлиняющиеся,,шелковистая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,многочисленное,травы,съедобен
колокольчатая,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,коричневые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,коричневый,одно,подвесное,бежевый,скопленное,листва,съедобен
кнопочная,чешуйчатая,красная,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,чешуйчатая,красная,нет,рыбный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,чешуйчатая,коричневая,нет,нет,свободные,близкие,широкие,белые,удлиняющиеся,луковичная,чешуйчатая,чешуйчатая,коричневый,коричневый,частичная,белый,два,подвесное,белый,одиночное,тропинки,съедобен
выпуклая,волокнистая,серая,нет,нет,свободные,плотные,широкие,розовые,удлиняющиеся,,шелковистая,шелковистая,белый,белый,частичная,белый,два,подвесное,белый,рассеянное,травы,съедобен
кнопочная,гладкая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,шелковистая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,чешуйчатая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
кнопочная,чешуйчатая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
плоская,чешуйчатая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
плоская,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,желтые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,коричневый,одно,подвесное,бежевый,несколько,листва,съедобен
плоская,чешуйчатая,красная,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,гладкая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,леса,ядовит
кнопочная,гладкая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,розовый,розовый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
кнопочная,гладкая,коричневая,нет,тухлый,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,розовый,частичная,белый,одно,исчезающее,белый,несколько,листва,ядовит
колокольчатая,гладкая,коричневая,нет,нет,прикрепленные,близкие,широкие,коричневые,удлиняющиеся,,гладкая,гладкая,оранжевый,оранжевый,частичная,оранжевый,одно,подвесное,желтый,скопленное,листва,съедобен
выпуклая,волокнистая,серая,нет,нет,свободные,плотные,широкие,серые,удлиняющиеся,,шелковистая,гладкая,белый,белый,частичная,белый,два,подвесное,белый,многочисленное,травы,съедобен
кнопочная,гладкая,коричневая,нет,пряный,свободные,близкие,узкие,бежевые,сужающиеся,,гладкая,шелковистая,белый,белый,частичная,белый,одно,исчезающее,белый,несколько,тропинки,ядовит
